ID,y
1,100.66931812782121
2,100.66931812782121
3,100.66931812782121
4,100.66931812782121
5,100.66931812782121
8,100.66931812782121
10,100.66931812782121
11,100.66931812782121
12,100.66931812782121
14,100.66931812782121
15,100.66931812782121
16,100.66931812782121
17,100.66931812782121
19,100.66931812782121
20,100.66931812782121
21,100.66931812782121
22,100.66931812782121
23,100.66931812782121
26,100.66931812782121
28,100.66931812782121
29,100.66931812782121
33,100.66931812782121
35,100.66931812782121
41,100.66931812782121
42,100.66931812782121
43,100.66931812782121
45,100.66931812782121
46,100.66931812782121
51,100.66931812782121
53,100.66931812782121
55,100.66931812782121
56,100.66931812782121
57,100.66931812782121
58,100.66931812782121
59,100.66931812782121
63,100.66931812782121
64,100.66931812782121
65,100.66931812782121
69,100.66931812782121
71,100.66931812782121
72,100.66931812782121
73,100.66931812782121
76,100.66931812782121
77,100.66931812782121
78,100.66931812782121
82,100.66931812782121
83,100.66931812782121
84,100.66931812782121
85,100.66931812782121
87,100.66931812782121
88,100.66931812782121
89,100.66931812782121
91,100.66931812782121
93,100.66931812782121
94,100.66931812782121
95,100.66931812782121
96,100.66931812782121
97,100.66931812782121
98,100.66931812782121
99,100.66931812782121
101,100.66931812782121
103,100.66931812782121
104,100.66931812782121
105,100.66931812782121
110,100.66931812782121
111,100.66931812782121
113,100.66931812782121
114,100.66931812782121
115,100.66931812782121
117,100.66931812782121
120,100.66931812782121
121,100.66931812782121
122,100.66931812782121
123,100.66931812782121
126,100.66931812782121
132,100.66931812782121
135,100.66931812782121
137,100.66931812782121
138,100.66931812782121
140,100.66931812782121
142,100.66931812782121
144,100.66931812782121
148,100.66931812782121
149,100.66931812782121
155,100.66931812782121
156,100.66931812782121
157,100.66931812782121
162,100.66931812782121
163,100.66931812782121
167,100.66931812782121
172,100.66931812782121
179,100.66931812782121
180,100.66931812782121
181,100.66931812782121
182,100.66931812782121
183,100.66931812782121
185,100.66931812782121
187,100.66931812782121
188,100.66931812782121
189,100.66931812782121
191,100.66931812782121
192,100.66931812782121
193,100.66931812782121
194,100.66931812782121
195,100.66931812782121
196,100.66931812782121
198,100.66931812782121
199,100.66931812782121
201,100.66931812782121
