ID,y
1,80.37015520272476
2,96.9192721714079
3,79.56799011696472
4,79.57978489575962
5,122.2949195459829
8,94.24091626759605
10,113.39100414070947
11,95.62578462257977
12,117.55182488036527
14,95.44566196135327
15,116.81867058349027
16,105.21799704239115
17,102.19414384332231
19,95.28914493254467
20,105.35648223344927
21,103.94043595758012
22,117.17806084227934
23,102.0972429033809
26,96.38125667551714
28,94.50448448596458
29,96.28101975884965
33,96.22716386285356
35,94.61393032053667
41,96.51087815728715
42,94.47391374078325
43,117.06902916503324
45,103.79175866700893
46,103.74908064712909
51,94.09875367775555
53,80.44350510109558
55,112.58257823738916
56,94.43151734963055
57,103.98725499401314
58,95.39811000803667
59,104.38118007196533
63,112.1417213037954
64,94.9888824813728
65,104.7275680669488
69,95.41294155100542
71,94.96020565012651
72,104.11411369485714
73,94.38867038420483
76,104.24795131204331
77,104.1215558070949
78,116.08155663085356
82,94.37898868254467
83,104.7275680669488
84,94.34945558205243
85,104.15757265831255
87,112.31119304451806
88,95.77742631402543
89,112.72098308358056
91,94.61469911232587
93,94.59028682688432
94,103.98057397615733
95,97.21755098000165
96,111.58958202156884
97,94.18944413629106
98,113.05096202645166
99,94.19653962746258
101,104.24624424069427
103,112.72098308358056
104,94.14922959771684
105,111.95795970711572
110,94.80881426377846
111,112.42347484383447
113,112.83584361824853
114,93.56040818658403
115,114.68181073163993
117,112.72098308358056
120,94.28758866754106
121,112.513082082604
122,93.77564103570512
123,112.90896373543603
126,112.38763194832666
132,112.20955357077932
135,104.72106720329964
137,104.51258314664784
138,94.63757938078686
140,94.41130708351727
142,113.58801356324034
144,112.3280006006704
148,93.84053666558793
149,114.55242687020166
155,94.52265031304887
156,112.43525462899072
157,94.48815782037309
162,112.30655437264306
163,94.59352169016557
167,94.44856889215043
172,116.22662193847074
179,112.9974341944204
180,93.91300828424028
181,111.90598827156884
182,94.89455264738842
183,112.72098308358056
185,112.72098308358056
187,112.16727214608056
188,94.12720340422436
189,94.04204438820477
191,94.30764634576371
192,113.18536249907834
193,94.70565675392743
194,112.04297405037744
195,93.9744401690059
196,112.5017066553579
198,94.65752468088823
199,112.35263591561181
201,104.41879111298587
204,94.39859622648999
205,104.90591514749386
206,94.2510592807829
210,94.36076234474774
211,104.24624424069427
216,112.51079326424463
219,115.55088646483793
220,93.91759355035356
221,112.06384807381494
226,111.90598827156884
227,94.17369706597856
